,track_name,genre,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,cluster
953,Every Little Thing,Country,0.44,0.637,0.444,5.46e-06,0.0954,-6.355,0.0417,139.775,0.319,Cluster 1
954,Greatest Love Story,Country,0.38,0.665,0.621,0.0,0.119,-8.571,0.0524,147.975,0.632,Cluster 3
955,Born To Love,Country,0.0235,0.285,0.94,0.0,0.126,-4.548,0.208,161.612,0.173,Cluster 3
956,Edge Of The Night,Country,0.000948,0.5820000000000001,0.938,0.0,0.198,-3.646,0.0522,119.989,0.481,Cluster 1
957,This Town Is You,Country,0.101,0.447,0.8740000000000001,0.0,0.145,-3.757,0.0365,165.938,0.63,Cluster 3
958,Born And Raised,Country,0.0864,0.525,0.906,0.0,0.238,-3.1910000000000003,0.0748,114.993,0.471,Cluster 1
959,It's Working,Country,0.0597,0.679,0.898,1.39e-06,0.0847,-5.058,0.0378,117.996,0.685,Cluster 1
960,Dear Life,Country,0.0179,0.5539999999999999,0.88,0.0,0.0862,-6.3660000000000005,0.0425,127.026,0.448,Cluster 1
961,Paradise Found,Country,0.0679,0.5820000000000001,0.722,0.0,0.16,-6.478,0.0301,155.999,0.631,Cluster 3
962,Hell If I Know,Country,0.0451,0.618,0.831,0.0,0.0692,-5.99,0.0434,100.014,0.627,Cluster 2
963,8th Day,Country,0.0453,0.664,0.872,1.94e-05,0.35200000000000004,-4.597,0.0651,113.021,0.7509999999999999,Cluster 2
964,Neon Smoke,Country,0.165,0.586,0.79,0.0,0.132,-5.438,0.0283,100.007,0.35,Cluster 2
965,Young Forever,Country,0.0004969999999999999,0.565,0.898,0.0,0.208,-4.6930000000000005,0.0372,146.025,0.731,Cluster 3
966,We Were Alright,Country,0.066,0.622,0.765,0.0,0.151,-5.744,0.0261,120.016,0.619,Cluster 1
967,Not Good At Not,Country,0.222,0.562,0.789,0.0,0.111,-3.827,0.0311,144.002,0.613,Cluster 3
968,Anthem,Country,0.19,0.66,0.7979999999999999,0.0,0.116,-4.724,0.0312,116.002,0.536,Cluster 1
969,That's When You Know,Country,0.0692,0.523,0.809,0.0,0.111,-7.2570000000000014,0.044,147.881,0.6629999999999999,Cluster 3
970,Get Me Some of That,Country,0.272,0.585,0.753,0.0,0.197,-5.871,0.0626,171.987,0.892,Cluster 3
971,Parallel Line,Country,0.204,0.617,0.482,0.0,0.21600000000000005,-5.121,0.0322,81.73,0.508,Cluster 4
972,Born to Love You,Country,0.13,0.659,0.902,9.45e-05,0.0574,-6.192,0.0296,124.985,0.809,Cluster 1
973,Paradise City,Rock,0.0214,0.274,0.949,0.00778,0.218,-8.642000000000001,0.0896,100.346,0.4970000000000001,Cluster 2
974,Panama - 2015 Remastered Version,Rock,0.00124,0.527,0.978,4.75e-05,0.0744,-5.436,0.109,141.16899999999995,0.463,Cluster 1
975,Rock You Like A Hurricane,Rock,0.00853,0.482,0.601,0.000187,0.249,-12.845999999999998,0.0486,125.619,0.774,Cluster 1
976,Dr. Feelgood,Rock,0.000886,0.535,0.967,0.0204,0.233,-4.082,0.068,110.97,0.34700000000000003,Cluster 2
977,Pour Some Sugar On Me - Remastered 2017,Rock,0.00224,0.529,0.956,0.0,0.284,-4.891,0.0699,84.96600000000002,0.591,Cluster 4
978,Still of the Night - 2017 Remastered Version,Rock,0.0058200000000000005,0.403,0.88,0.000508,0.319,-5.872000000000001,0.0532,100.457,0.235,Cluster 2
979,Crazy Train - Remastered,Rock,0.361,0.453,0.906,0.0005690000000000001,0.26,-4.001,0.115,137.575,0.473,Cluster 1
980,You Give Love A Bad Name,Rock,0.0771,0.5589999999999999,0.825,0.0,0.363,-10.725,0.0401,122.821,0.805,Cluster 1
981,Seventeen,Rock,0.000895,0.5770000000000001,0.6759999999999999,2.29e-06,0.0625,-11.931,0.0295,95.98,0.6759999999999999,Cluster 2
982,Nobody's Fool,Rock,0.0478,0.3670000000000001,0.445,0.00284,0.199,-13.615,0.0286,67.197,0.149,Cluster 4
983,Rainbow in the Dark,Rock,0.000692,0.512,0.947,0.114,0.0283,-5.659,0.0401,117.461,0.612,Cluster 1
984,Lay It Down,Rock,0.000402,0.442,0.759,0.0081,0.174,-13.475,0.0354,198.117,0.279,Cluster 3
985,Bad Medicine,Rock,0.0475,0.551,0.971,0.0,0.0922,-3.793,0.0335,118.662,0.81,Cluster 1
986,Metal Health (Bang Your Head),Rock,0.0434,0.494,0.933,0.00108,0.228,-5.977,0.0808,121.201,0.507,Cluster 1
987,The Final Countdown,Rock,0.0628,0.536,0.8440000000000001,0.00084,0.0608,-6.917999999999998,0.058,117.652,0.185,Cluster 1
988,Home Sweet Home,Rock,0.0999,0.403,0.777,3.28e-06,0.124,-6.416,0.0354,76.329,0.149,Cluster 4
989,No One Like You,Rock,0.0203,0.505,0.631,2.21e-05,0.141,-10.433,0.038,118.178,0.835,Cluster 1
990,Close My Eyes Forever,Rock,0.31,0.476,0.331,2.82e-06,0.172,-14.884,0.0305,130.57399999999998,0.24,Cluster 1
991,Welcome To The Jungle,Rock,0.0326,0.445,0.955,0.284,0.317,-8.027000000000001,0.0856,123.343,0.336,Cluster 1
992,Every Rose Has Its Thorn - 2003 - Remaster,Rock,0.16,0.5329999999999999,0.637,1.12e-05,0.369,-5.5710000000000015,0.0323,140.167,0.292,Cluster 1
993,Is This Love - 2017 Remastered Version,Rock,0.109,0.333,0.79,0.0,0.115,-6.8020000000000005,0.0386,180.356,0.534,Cluster 3
994,Lick It Up,Rock,0.187,0.6859999999999999,0.7809999999999999,1.9e-05,0.332,-5.9060000000000015,0.0523,120.191,0.64,Cluster 1
995,Once Bitten Twice Shy,Rock,0.028,0.723,0.541,0.00339,0.133,-14.021,0.0303,131.675,0.607,Cluster 1
996,Wanted Dead Or Alive,Rock,0.13699999999999998,0.257,0.8029999999999999,0.0156,0.297,-3.886,0.0411,150.81799999999996,0.294,Cluster 3
997,Don't Know What You Got (Till It's Gone),Rock,0.229,0.36,0.527,0.000792,0.0536,-9.883,0.0289,132.639,0.247,Cluster 1
998,You're In Love,Rock,0.00384,0.5670000000000001,0.867,0.08800000000000001,0.112,-11.541,0.0484,146.00799999999995,0.535,Cluster 3
999,"Girls, Girls, Girls",Rock,0.0296,0.6,0.931,7.099999999999999e-05,0.392,-4.647,0.0734,140.123,0.542,Cluster 1
1000,Here I Go Again 87 - 2007 Remastered Version,Rock,0.207,0.39,0.898,6.64e-05,0.217,-4.089,0.045,90.703,0.204,Cluster 2
1001,Livin' On A Prayer,Rock,0.0665,0.52,0.887,0.000179,0.18600000000000005,-3.2960000000000003,0.0349,122.528,0.7929999999999999,Cluster 1
1002,Sweet Child O' Mine,Rock,0.141,0.449,0.901,0.0675,0.128,-7.711,0.0526,125.148,0.696,Cluster 1
1003,Cum on Feel the Noize,Rock,0.000183,0.441,0.908,0.00328,0.0612,-4.627,0.115,145.439,0.632,Cluster 3
1004,Jump,Rock,0.0745,0.547,0.8220000000000001,0.00943,0.0645,-7.2010000000000005,0.0292,130.138,0.774,Cluster 1
1005,Rock the Night,Rock,0.036000000000000004,0.562,0.965,0.0,0.326,-2.789,0.0613,105.305,0.39,Cluster 2
1006,Talk Dirty to Me - 2006 - Remaster,Rock,0.008879999999999999,0.49,0.951,0.00126,0.376,-3.888,0.0966,158.075,0.628,Cluster 3
1007,Working for the Weekend,Rock,0.027000000000000003,0.526,0.924,0.000728,0.598,-5.591,0.0391,147.28,0.7929999999999999,Cluster 3
1008,Holy Diver,Rock,0.0642,0.476,0.901,0.158,0.0557,-6.751,0.0975,91.955,0.109,Cluster 2
1009,Kickstart My Heart,Rock,0.00111,0.474,0.977,0.00298,0.201,-3.839,0.17600000000000002,89.494,0.236,Cluster 2
1010,Round and Round,Rock,0.0135,0.616,0.965,0.000174,0.119,-4.464,0.0613,126.535,0.405,Cluster 1
1011,We're Not Gonna Take It,Rock,0.0127,0.502,0.924,0.0,0.162,-6.299,0.0503,149.186,0.922,Cluster 3
1012,Cherry Pie,Rock,0.0372,0.472,0.946,0.0,0.35200000000000004,-4.591,0.145,177.489,0.486,Cluster 3
1013,Summertime Girls - Studio Version,Rock,0.0025,0.423,0.696,2.44e-06,0.221,-11.589,0.0335,129.02,0.7859999999999999,Cluster 1
1014,18 And Life,Rock,0.000384,0.457,0.794,7.26e-05,0.131,-6.624,0.0298,90.439,0.354,Cluster 2
1015,Heaven's On Fire,Rock,0.00536,0.679,0.8590000000000001,5.18e-05,0.327,-5.945,0.0665,124.324,0.792,Cluster 1
1016,Dude (Looks Like A Lady),Rock,0.417,0.537,0.978,1.56e-05,0.0374,-2.9210000000000003,0.0442,126.343,0.931,Cluster 1
1017,Gypsy Road,Rock,0.00961,0.523,0.88,0.000828,0.329,-9.019,0.0402,132.42600000000002,0.5529999999999999,Cluster 1
1018,Alone Again,Rock,0.0194,0.298,0.612,9.67e-05,0.0906,-9.002,0.0379,156.727,0.343,Cluster 3
1019,Poison,Rock,0.0515,0.3,0.894,0.000333,0.125,-7.786,0.109,118.631,0.268,Cluster 1
1020,Addicted To That Rush,Rock,0.0537,0.46,0.974,7.95e-06,0.329,-5.095,0.156,112.684,0.444,Cluster 2
1021,Inside Out,Rock,0.013,0.426,0.961,0.0259,0.0621,-4.365,0.07,171.41099999999997,0.616,Cluster 3
1022,I Wanna Be Somebody,Rock,0.00081,0.29600000000000004,0.83,0.0,0.263,-7.051,0.0505,164.12400000000005,0.478,Cluster 3
1023,Wait,Rock,0.00122,0.204,0.794,0.0,0.14800000000000002,-7.586,0.0618,149.346,0.205,Cluster 3
1024,Over The Mountain,Rock,4.95e-05,0.463,0.926,0.000576,0.0868,-3.563,0.12,131.129,0.501,Cluster 1
1025,Wild Frontier - 2002 - Remaster,Rock,0.00434,0.479,0.8220000000000001,4.76e-06,0.0843,-6.412000000000001,0.0444,130.035,0.562,Cluster 1
1026,Armed And Ready - 2008 Remastered Version,Rock,0.00388,0.33,0.963,0.007140000000000001,0.0793,-5.509,0.106,171.59,0.7340000000000001,Cluster 3
1027,I Surrender,Rock,0.159,0.498,0.858,0.0,0.262,-5.259,0.0661,132.718,0.778,Cluster 1
1028,Edge Of A Broken Heart,Rock,0.0113,0.619,0.7509999999999999,7.87e-05,0.123,-11.568,0.0417,126.079,0.532,Cluster 1
1029,I Don't Believe In Love - 2003 Digital Remaster,Rock,0.0373,0.562,0.991,1.14e-05,0.425,-2.654,0.0745,118.004,0.266,Cluster 1
1030,I Hate Myself for Loving You,Rock,0.0846,0.611,0.883,1.2e-06,0.192,-11.225,0.0539,117.928,0.604,Cluster 1
1031,Eye of the Tiger,Rock,0.132,0.8170000000000001,0.599,0.000311,0.0873,-9.249,0.0328,108.873,0.5479999999999999,Cluster 2
1032,Kiss Me Deadly,Rock,0.008190000000000001,0.468,0.743,7.879999999999999e-05,0.369,-10.845999999999998,0.0326,156.10299999999995,0.648,Cluster 3
1033,I Remember You,Rock,0.00642,0.345,0.531,7.28e-06,0.14,-12.708,0.0305,176.30200000000005,0.49,Cluster 3
1034,Wild Side,Rock,0.00742,0.596,0.8959999999999999,0.00057,0.3720000000000001,-4.635,0.0382,115.092,0.456,Cluster 1
1035,Heaven,Rock,0.115,0.462,0.488,0.0,0.128,-11.143,0.0287,145.789,0.33,Cluster 3
1036,Fallen Angel - 2006 - Remaster,Rock,0.00864,0.509,0.935,1.17e-06,0.255,-3.633,0.0493,148.062,0.501,Cluster 3
1037,Shout At The Devil,Rock,0.02,0.489,0.953,0.00021,0.113,-4.615,0.0858,94.443,0.447,Cluster 2
1038,Runaway,Rock,0.0048200000000000005,0.476,0.897,2.3800000000000006e-05,0.152,-4.237,0.0627,152.497,0.667,Cluster 3
1039,Shake Me,Rock,0.00465,0.5670000000000001,0.889,0.000183,0.269,-11.782,0.0304,132.726,0.555,Cluster 1
1040,Modern Day Cowboy,Rock,0.0158,0.44,0.772,5.65e-06,0.08199999999999999,-8.838,0.0335,112.839,0.321,Cluster 2
1041,Why Can't This Be Love,Rock,0.0606,0.531,0.626,0.0,0.0767,-13.371,0.0452,88.236,0.746,Cluster 4
1042,Up All Night,Rock,0.000373,0.516,0.733,0.00716,0.258,-11.341,0.0326,98.006,0.552,Cluster 2
1043,High Enough,Rock,0.0241,0.273,0.537,0.0,0.0922,-9.612,0.0306,81.814,0.232,Cluster 4
1044,Rock And Roll All Nite,Rock,0.046,0.6559999999999999,0.931,0.0,0.0543,-5.827000000000001,0.0976,144.747,0.909,Cluster 3
1045,Living After Midnight,Rock,0.0136,0.61,0.8240000000000001,1.75e-06,0.0606,-6.046,0.0534,134.99200000000002,0.8190000000000001,Cluster 1
1046,Wild Child,Rock,0.0608,0.3720000000000001,0.857,9.01e-05,0.187,-7.816,0.0461,146.08,0.389,Cluster 3
1047,Unskinny Bop - 2006 - Remaster,Rock,0.0657,0.574,0.93,7.78e-06,0.108,-2.949,0.0413,92.303,0.69,Cluster 2
1048,Bark at the Moon,Rock,0.00253,0.303,0.961,6.2e-05,0.132,-5.332999999999998,0.243,146.591,0.305,Cluster 3
1049,In My Dreams (Re-Recorded / Remastered),Rock,4.91e-05,0.542,0.8390000000000001,0.0,0.0471,-4.404,0.0487,121.026,0.611,Cluster 1
1050,Sister Christian,Rock,0.159,0.447,0.348,1.98e-06,0.0835,-16.199,0.039,177.356,0.227,Cluster 3
1051,Love Song,Rock,0.36,0.341,0.406,0.0519,0.126,-8.139,0.0359,79.995,0.33,Cluster 4
1052,Ain't Talkin' 'Bout Love - 2015 Remastered Version,Rock,0.021,0.518,0.938,0.000305,0.28800000000000003,-5.964,0.0416,139.138,0.71,Cluster 1
1053,Ace of Spades,Rock,0.00242,0.317,0.981,0.00677,0.0852,-7.102,0.174,140.079,0.234,Cluster 1
1054,Don't Close Your Eyes,Rock,0.0795,0.537,0.382,0.00115,0.114,-15.568,0.0245,148.061,0.338,Cluster 3
1055,Detroit Rock City,Rock,0.0442,0.546,0.91,5.6100000000000015e-05,0.263,-6.7360000000000015,0.061,90.58,0.458,Cluster 2
1056,Hot For Teacher - 2015 Remastered Version,Rock,0.0006519999999999999,0.551,0.947,0.000257,0.0637,-4.671,0.152,127.657,0.466,Cluster 1
1057,Don't Treat Me Bad,Rock,0.000303,0.616,0.807,2.37e-05,0.193,-11.4,0.0348,111.054,0.637,Cluster 2
1058,Don't Stop Believin',Rock,0.127,0.5,0.748,0.0,0.447,-9.072,0.0363,118.852,0.514,Cluster 1
1059,House Of Pain,Rock,0.0766,0.519,0.61,6.49e-05,0.248,-10.255999999999998,0.036000000000000004,121.324,0.232,Cluster 1
1060,Sharp Dressed Man - 2008 Remastered Version,Rock,0.000359,0.601,0.8590000000000001,0.00124,0.0871,-5.263,0.0276,125.145,0.446,Cluster 1
1061,Paranoid - Remastered Version,Rock,4.52e-05,0.415,0.6579999999999999,0.000735,0.17600000000000002,-12.050999999999998,0.0696,163.015,0.45,Cluster 3
1062,You Shook Me All Night Long,Rock,0.00287,0.532,0.767,0.000513,0.39,-5.509,0.0574,127.361,0.755,Cluster 1
1063,I Was Made For Lovin' You,Rock,0.213,0.768,0.852,7.45e-05,0.0723,-6.215,0.038,128.374,0.867,Cluster 1
1064,Breaking The Chains,Rock,0.00914,0.526,0.9,0.0,0.277,-4.76,0.0531,125.349,0.458,Cluster 1
1065,Uncle Tom's Cabin,Rock,0.18600000000000005,0.633,0.732,1.3699999999999998e-05,0.13,-6.785,0.0707,126.567,0.273,Cluster 1
1066,"Mama, I'm Coming Home",Rock,0.0105,0.282,0.6559999999999999,0.0,0.0892,-6.557,0.0302,139.352,0.242,Cluster 1
1067,Runnin' With The Devil - 2015 Remastered Version,Rock,0.14800000000000002,0.472,0.9,0.000297,0.34,-6.4060000000000015,0.0582,95.826,0.42,Cluster 2
1068,Just Like Paradise,Rock,0.0219,0.611,0.853,0.0,0.6709999999999999,-4.9830000000000005,0.034,135.558,0.376,Cluster 1
1069,Since You Been Gone,Rock,0.551,0.716,0.821,5.68e-06,0.618,-4.204,0.0389,120.737,0.931,Cluster 1
1070,Cryin',Rock,0.146,0.657,0.5670000000000001,2e-05,0.0554,-12.871,0.0261,109.007,0.563,Cluster 2
1071,Barracuda,Rock,0.015,0.547,0.691,0.105,0.14400000000000002,-13.553,0.0369,137.148,0.667,Cluster 1
1072,Wind Of Change,Rock,0.297,0.453,0.5429999999999999,0.0,0.0928,-10.106,0.0366,151.362,0.282,Cluster 3
1073,Smells Like Teen Spirit,Rock,2.8600000000000007e-05,0.516,0.906,0.000101,0.105,-4.525,0.0658,116.775,0.728,Cluster 1
1074,Killing In The Name,Rock,0.0266,0.466,0.833,0.0,0.0327,-4.215,0.304,88.785,0.6609999999999999,Cluster 4
1075,Black Hole Sun,Rock,0.000203,0.354,0.825,6.95e-05,0.0758,-5.325,0.0406,105.495,0.16,Cluster 2
1076,When I Come Around,Rock,0.0175,0.531,0.909,0.0,0.231,-4.2360000000000015,0.034,97.546,0.8140000000000001,Cluster 2
1077,Enter Sandman,Rock,0.00206,0.579,0.8240000000000001,0.00903,0.059,-8.71,0.03,123.331,0.635,Cluster 1
1078,Zombie,Rock,0.0163,0.299,0.613,0.00359,0.368,-9.012,0.0347,166.96,0.306,Cluster 3
1079,Wonderwall - Remastered,Rock,0.000453,0.3720000000000001,0.865,0.0,0.234,-4.918,0.0381,174.53,0.478,Cluster 3
1080,Loser,Rock,0.0341,0.66,0.627,9.64e-05,0.385,-10.397,0.124,85.44,0.789,Cluster 4
1081,Jeremy,Rock,0.0404,0.285,0.846,0.0,0.182,-6.472,0.0438,108.808,0.287,Cluster 2
1082,Under The Bridge,Rock,0.0576,0.5589999999999999,0.345,0.000105,0.141,-13.496,0.0459,84.581,0.458,Cluster 4
1083,Everlong,Rock,5.96e-05,0.412,0.882,0.00031,0.0805,-5.54,0.0369,158.066,0.35600000000000004,Cluster 3
1084,Creep,Rock,0.00563,0.532,0.344,0.0004730000000000001,0.115,-13.057,0.035,91.834,0.126,Cluster 2
1085,Cherub Rock,Rock,5.91e-06,0.382,0.867,0.581,0.196,-7.426,0.0399,87.309,0.453,Cluster 4
1086,Come As You Are,Rock,0.000182,0.505,0.825,0.000948,0.0855,-5.721,0.0401,119.987,0.541,Cluster 1
1087,Give It Away,Rock,0.00244,0.6659999999999999,0.936,0.086,0.153,-9.919,0.0476,91.577,0.7759999999999999,Cluster 2
1088,Say It Ain't So,Rock,0.00328,0.635,0.435,6.78e-06,0.071,-7.521,0.031,76.098,0.459,Cluster 4
1089,No Rain,Rock,0.619,0.389,0.476,5.09e-05,0.255,-9.342,0.0316,148.11700000000005,0.5660000000000001,Cluster 3
1090,Heart-Shaped Box,Rock,0.184,0.494,0.677,0.0258,0.0926,-10.233,0.0452,101.539,0.316,Cluster 2
1091,Sabotage,Rock,0.032,0.324,0.938,0.0321,0.0961,-7.332000000000002,0.102,168.13099999999997,0.5429999999999999,Cluster 3
1092,Bullet With Butterfly Wings,Rock,5.01e-05,0.389,0.705,0.86,0.09,-10.331,0.0553,122.154,0.555,Cluster 1
1093,Self Esteem,Rock,0.0204,0.488,0.862,0.0,0.359,-7.595,0.0476,104.56,0.706,Cluster 2
1094,What's My Age Again?,Rock,0.017,0.403,0.956,7.09e-05,0.0893,-7.376,0.0732,157.70600000000005,0.561,Cluster 3
1095,Even Flow,Rock,0.00178,0.394,0.944,4.54e-06,0.298,-6.506,0.0761,105.338,0.265,Cluster 2
1096,Plush,Rock,0.0021,0.423,0.954,0.0,0.177,-3.157,0.047,144.553,0.5,Cluster 3
1097,Santeria,Rock,0.0223,0.6729999999999999,0.772,1.23e-06,0.141,-5.246,0.0427,90.356,0.585,Cluster 2
1098,Alive,Rock,0.00541,0.298,0.825,1.46e-05,0.44,-8.052999999999999,0.0408,75.592,0.54,Cluster 4
1099,What I Got,Rock,0.0149,0.79,0.687,0.000319,0.32299999999999995,-7.5710000000000015,0.101,95.578,0.628,Cluster 2
1100,Bitter Sweet Symphony,Rock,0.0415,0.389,0.889,0.0,0.463,-6.546,0.0442,171.12099999999995,0.524,Cluster 3
1101,Possum Kingdom,Rock,0.000813,0.653,0.708,0.0197,0.0764,-9.367,0.0263,100.698,0.8909999999999999,Cluster 2
1102,Losing My Religion,Rock,0.0943,0.7,0.6859999999999999,1.93e-06,0.0847,-10.338,0.0279,125.412,0.815,Cluster 1
1103,Shine,Rock,0.294,0.54,0.423,0.0884,0.152,-8.799,0.0283,150.135,0.353,Cluster 3
1104,Hunger Strike - 25th Anniversary Mix,Rock,0.0263,0.39,0.745,1.21e-05,0.121,-6.474,0.0308,137.817,0.325,Cluster 1
1105,Longview,Rock,0.00834,0.381,0.732,0.0101,0.0854,-7.5939999999999985,0.0536,142.504,0.8140000000000001,Cluster 3
1106,Nothing Else Matters,Rock,0.0505,0.5579999999999999,0.364,5.02e-06,0.0753,-11.258,0.0265,142.171,0.17,Cluster 3
1107,Interstate Love Song,Rock,0.000552,0.214,0.947,0.00352,0.238,-5.053,0.0507,170.616,0.483,Cluster 3
1108,Don't Look Back In Anger - Remastered,Rock,0.0596,0.333,0.922,2.05e-06,0.126,-4.087,0.0592,162.97799999999995,0.335,Cluster 3
1109,Flagpole Sitta,Rock,0.00184,0.35100000000000003,0.899,0.000116,0.284,-4.119,0.0432,145.015,0.508,Cluster 3
1110,Song 2 - 2012 Remastered Version,Rock,0.00178,0.674,0.789,0.0071,0.0754,-6.903,0.0676,129.804,0.918,Cluster 1
1111,All The Small Things,Rock,0.0122,0.439,0.8909999999999999,0.0,0.547,-4.7639999999999985,0.057,148.599,0.695,Cluster 3
1112,Champagne Supernova - Remastered,Rock,0.47,0.28600000000000003,0.7959999999999999,0.063,0.364,-4.625,0.0388,150.27200000000005,0.12,Cluster 3
1113,Semi-Charmed Life,Rock,0.008320000000000001,0.64,0.8640000000000001,0.0,0.123,-6.5760000000000005,0.0315,102.026,0.7,Cluster 2
1114,Closer,Rock,0.000365,0.5589999999999999,0.725,0.5529999999999999,0.112,-8.631,0.0426,90.012,0.501,Cluster 2
1115,Dammit,Rock,0.0016600000000000002,0.407,0.968,0.0,0.131,-5.154,0.108,109.727,0.374,Cluster 2
1116,Come Out and Play,Rock,0.0943,0.514,0.884,1.52e-06,0.0654,-3.765,0.151,158.262,0.898,Cluster 3
1117,Disarm,Rock,0.142,0.527,0.418,0.775,0.139,-10.204,0.0277,129.516,0.218,Cluster 1
1118,About A Girl,Rock,0.153,0.61,0.758,2.21e-05,0.7140000000000001,-9.133,0.085,121.061,0.623,Cluster 1
1119,Are You Gonna Go My Way,Rock,0.00165,0.619,0.67,0.0109,0.331,-10.319,0.0353,129.267,0.777,Cluster 1
1120,Where Did You Sleep Last Night,Rock,0.6679999999999999,0.5589999999999999,0.565,0.000315,0.272,-8.533999999999999,0.0498,108.241,0.344,Cluster 2
1121,Santa Monica,Rock,0.156,0.491,0.942,0.0,0.3670000000000001,-5.332999999999998,0.132,100.446,0.387,Cluster 2
1122,High And Dry,Rock,0.0718,0.418,0.383,0.0177,0.0896,-11.782,0.0257,87.773,0.35200000000000004,Cluster 4
1123,Got You (Where I Want You),Rock,0.000405,0.47,0.644,0.293,0.134,-6.721,0.0269,75.597,0.521,Cluster 4
1124,Daughter (Remastered),Rock,0.00746,0.615,0.7020000000000001,0.0043100000000000005,0.0608,-9.686,0.0278,96.99,0.7340000000000001,Cluster 2
1125,Far Behind,Rock,0.00187,0.552,0.645,1.38e-06,0.0424,-6.595,0.0268,89.51799999999999,0.588,Cluster 4
1126,Man in the Box,Rock,0.00229,0.34600000000000003,0.765,7.54e-06,0.213,-8.558,0.0413,106.463,0.644,Cluster 2
1127,Tomorrow - Remastered,Rock,0.0006580000000000001,0.292,0.7140000000000001,0.000109,0.102,-4.919,0.0316,151.412,0.462,Cluster 3
1128,Hallelujah,Rock,0.921,0.339,0.14300000000000002,0.0006360000000000001,0.3720000000000001,-10.78,0.0317,101.213,0.0948,Cluster 2
1129,Bound For The Floor,Rock,0.000114,0.621,0.495,0.00126,0.0592,-7.492000000000001,0.0618,119.207,0.638,Cluster 1
1130,Friday I'm In Love,Rock,0.000972,0.526,0.762,0.000116,0.338,-12.437,0.0342,136.203,0.505,Cluster 1
1131,Would?,Rock,0.000332,0.305,0.8320000000000001,2.4e-05,0.091,-7.981,0.0398,100.677,0.585,Cluster 2
1132,Fell On Black Days,Rock,0.00164,0.604,0.611,0.000349,0.147,-9.484,0.0238,101.428,0.5589999999999999,Cluster 2
1133,Shimmer - Single Version,Rock,0.00236,0.479,0.795,0.0,0.19,-6.408,0.0421,114.675,0.4320000000000001,Cluster 1
1134,"Touch, Peel And Stand",Rock,0.0543,0.573,0.622,1.77e-06,0.295,-7.947999999999999,0.033,81.667,0.825,Cluster 4
1135,Elderly Woman Behind the Counter in a Small Town (Remastered),Rock,0.0519,0.29100000000000004,0.493,9.15e-06,0.101,-9.461,0.028,182.032,0.183,Cluster 3
1136,Karma Police,Rock,0.0626,0.36,0.505,9.22e-05,0.172,-9.129,0.026,74.807,0.317,Cluster 4
1137,Machinehead,Rock,2.84e-05,0.13699999999999998,0.916,0.00403,0.127,-4.4289999999999985,0.101,178.065,0.19,Cluster 3
1138,Epic,Rock,0.0222,0.358,0.893,0.0524,0.126,-7.4860000000000015,0.12,174.238,0.262,Cluster 3
1139,The Day I Tried To Live,Rock,0.000174,0.472,0.7559999999999999,0.213,0.132,-6.075,0.0582,133.287,0.272,Cluster 1
1140,Lump,Rock,0.00468,0.499,0.873,0.0,0.165,-3.902,0.0386,142.726,0.8640000000000001,Cluster 3
1141,Welcome to Paradise,Rock,0.000241,0.37,0.96,0.0116,0.0563,-4.162,0.0378,89.428,0.7170000000000001,Cluster 4
1142,Just A Girl,Rock,0.0944,0.634,0.93,0.000317,0.134,-2.793,0.056,108.012,0.721,Cluster 2
1143,Wicked Garden,Rock,1.04e-05,0.21,0.945,1.59e-05,0.107,-4.009,0.0673,154.639,0.3720000000000001,Cluster 3
1144,My Own Worst Enemy,Rock,0.0252,0.4270000000000001,0.952,0.0,0.407,-3.383,0.0565,103.523,0.588,Cluster 2
1145,Spoonman,Rock,1.9e-05,0.274,0.906,0.257,0.273,-5.5870000000000015,0.0404,185.959,0.7829999999999999,Cluster 3
1146,Cumbersome,Rock,0.00811,0.5429999999999999,0.79,0.0,0.238,-5.932,0.0358,80.923,0.339,Cluster 4
1147,Chloe Dancer/Crown Of Thorns,Rock,0.0894,0.353,0.362,3.3799999999999995e-05,0.114,-13.502,0.031,141.285,0.267,Cluster 1
1148,No Excuses,Rock,0.0206,0.527,0.838,0.000662,0.07,-6.013,0.0323,117.454,0.721,Cluster 1
1149,The Freshmen,Rock,0.0757,0.5710000000000001,0.505,1.04e-05,0.109,-9.312,0.0238,99.562,0.276,Cluster 2
1150,"Tonight, Tonight",Rock,6.28e-05,0.287,0.67,0.748,0.237,-9.381,0.0368,148.928,0.222,Cluster 3
1151,Nutshell,Rock,0.37,0.384,0.562,0.267,0.0775,-10.059,0.0296,136.094,0.159,Cluster 1
1152,Everything About You,Rock,0.00878,0.494,0.8170000000000001,2.26e-06,0.0958,-8.408999999999999,0.0516,122.671,0.755,Cluster 1
1153,Heaven Beside You,Rock,0.00451,0.552,0.725,0.00015800000000000002,0.116,-7.09,0.0319,111.243,0.5579999999999999,Cluster 2
1154,Peaches,Rock,0.0146,0.417,0.8490000000000001,0.000387,0.0673,-4.199,0.0481,94.267,0.594,Cluster 2
1155,Popular,Rock,0.0075099999999999984,0.444,0.884,8.94e-05,0.116,-6.104,0.119,94.82,0.29600000000000004,Cluster 2
1156,Good,Rock,0.000372,0.615,0.657,0.0204,0.132,-6.872999999999998,0.029,109.95,0.792,Cluster 2
1157,The Impression That I Get,Rock,0.0985,0.419,0.945,0.0121,0.23,-5.4060000000000015,0.119,181.175,0.695,Cluster 3
